"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"02/02/2023","6.890,57","6.862,26","6.896,73","6.855,37","18,92B","0,41%"
"01/02/2023","6.862,26","6.838,92","6.893,18","6.838,92","14,59B","0,34%"
"31/01/2023","6.839,34","6.872,52","6.880,96","6.827,24","15,18B","-0,48%"
"30/01/2023","6.872,48","6.899,02","6.925,47","6.834,08","13,47B","-0,38%"
"27/01/2023","6.898,98","6.864,82","6.932,71","6.864,82","14,92B","0,50%"
"26/01/2023","6.864,82","6.829,97","6.874,87","6.815,79","17,11B","0,51%"
"25/01/2023","6.829,93","6.860,85","6.871,36","6.821,28","18,79B","-0,45%"
"24/01/2023","6.860,85","6.874,93","6.906,79","6.841,01","19,68B","-0,20%"
"20/01/2023","6.874,93","6.819,91","6.874,93","6.819,53","17,38B","0,81%"
"19/01/2023","6.819,91","6.765,75","6.820,98","6.754,55","15,42B","0,80%"
"18/01/2023","6.765,79","6.767,18","6.790,16","6.721,46","19,50B","-0,02%"
"17/01/2023","6.767,34","6.688,06","6.801,87","6.688,06","21,76B","1,19%"
"16/01/2023","6.688,06","6.641,83","6.688,06","6.627,70","15,49B","0,70%"
"13/01/2023","6.641,83","6.629,93","6.658,48","6.600,59","16,56B","0,18%"
"12/01/2023","6.629,93","6.584,49","6.662,23","6.574,09","14,89B","0,69%"
"11/01/2023","6.584,45","6.622,54","6.622,79","6.557,92","12,49B","-0,57%"
"10/01/2023","6.622,50","6.688,27","6.690,23","6.570,24","14,48B","-0,98%"
"09/01/2023","6.688,27","6.684,56","6.726,97","6.638,65","13,59B","0,06%"
"06/01/2023","6.684,56","6.653,76","6.708,64","6.598,65","10,99B","0,46%"
"05/01/2023","6.653,84","6.813,28","6.813,42","6.621,99","18,06B","-2,34%"
"04/01/2023","6.813,24","6.888,80","6.900,60","6.813,24","14,25B","-1,10%"
"03/01/2023","6.888,76","6.850,98","6.908,00","6.838,57","15,69B","0,55%"
"02/01/2023","6.850,98","6.850,74","6.856,89","6.823,48","10,96B","0,01%"
"30/12/2022","6.850,62","6.860,12","6.888,74","6.838,59","12,93B","-0,14%"
"29/12/2022","6.860,08","6.850,52","6.879,58","6.786,98","14,10B","0,14%"
"28/12/2022","6.850,52","6.923,07","6.953,04","6.828,14","12,06B","-1,05%"
"27/12/2022","6.923,03","6.835,85","6.933,89","6.835,66","12,17B","1,28%"
"26/12/2022","6.835,81","6.800,71","6.858,15","6.796,17","11,75B","0,52%"
"23/12/2022","6.800,67","6.824,39","6.824,39","6.784,59","12,04B","-0,35%"
"22/12/2022","6.824,43","6.820,70","6.844,12","6.800,62","12,90B","0,06%"
"21/12/2022","6.820,66","6.768,32","6.820,66","6.763,70","13,91B","0,77%"
"20/12/2022","6.768,32","6.779,70","6.792,20","6.715,04","15,18B","-0,17%"
"19/12/2022","6.779,70","6.812,15","6.827,81","6.754,09","12,79B","-0,48%"
"16/12/2022","6.812,19","6.751,86","6.812,19","6.693,77","15,61B","0,89%"
"15/12/2022","6.751,86","6.801,79","6.801,84","6.740,96","14,51B","-0,73%"
"14/12/2022","6.801,75","6.810,36","6.854,10","6.774,13","21,54B","-0,13%"
"13/12/2022","6.810,32","6.734,49","6.826,12","6.714,87","39,61B","1,13%"
"12/12/2022","6.734,45","6.715,12","6.734,45","6.641,81","13,45B","0,29%"
"09/12/2022","6.715,12","6.804,23","6.804,23","6.695,38","12,71B","-1,31%"
"08/12/2022","6.804,23","6.818,79","6.821,05","6.683,63","16,23B","-0,21%"
"07/12/2022","6.818,75","6.892,57","6.892,66","6.799,30","15,87B","-1,07%"
"06/12/2022","6.892,57","6.987,37","6.987,37","6.862,56","14,97B","-1,36%"
"05/12/2022","6.987,33","7.019,64","7.053,90","6.987,33","16,53B","-0,46%"
"02/12/2022","7.019,64","7.020,80","7.021,81","6.967,95","13,95B","-0,02%"
"01/12/2022","7.020,80","7.081,19","7.090,28","7.018,27","16,80B","-0,85%"
"30/11/2022","7.081,31","7.012,11","7.081,31","6.993,70","27,35B","0,99%"
"29/11/2022","7.012,07","7.017,32","7.036,54","6.990,90","16,41B","-0,08%"
"28/11/2022","7.017,36","7.053,11","7.083,38","7.011,45","18,72B","-0,51%"
"25/11/2022","7.053,15","7.080,55","7.086,56","7.013,22","15,87B","-0,39%"
"24/11/2022","7.080,52","7.054,16","7.104,89","7.054,16","15,99B","0,37%"
"23/11/2022","7.054,12","7.030,63","7.089,69","7.026,39","15,75B","0,33%"
"22/11/2022","7.030,59","7.063,25","7.108,83","7.030,59","17,76B","-0,46%"
"21/11/2022","7.063,25","7.082,18","7.107,32","7.050,44","16,28B","-0,27%"
"18/11/2022","7.082,18","7.045,03","7.094,10","7.027,75","16,72B","0,53%"
"17/11/2022","7.044,99","7.014,38","7.051,27","6.965,76","15,66B","0,44%"
"16/11/2022","7.014,38","7.035,50","7.047,00","6.955,53","16,51B","-0,30%"
"15/11/2022","7.035,50","7.019,39","7.048,39","6.999,24","16,78B","0,23%"
"14/11/2022","7.019,39","7.089,21","7.104,76","7.014,30","17,46B","-0,98%"
"11/11/2022","7.089,21","6.967,00","7.106,06","6.967,00","22,61B","1,76%"
"10/11/2022","6.966,84","7.070,08","7.070,08","6.956,29","18,85B","-1,46%"
"09/11/2022","7.070,08","7.050,09","7.073,55","7.037,31","18,74B","0,28%"
"08/11/2022","7.050,13","7.102,44","7.111,44","7.039,25","19,34B","-0,74%"
"07/11/2022","7.102,40","7.045,53","7.102,40","7.011,56","19,41B","0,81%"
"04/11/2022","7.045,53","7.034,57","7.045,53","6.973,32","18,06B","0,16%"
"03/11/2022","7.034,57","7.015,69","7.050,38","6.962,85","17,66B","0,27%"
"02/11/2022","7.015,69","7.052,30","7.074,23","6.976,87","16,52B","-0,52%"
"01/11/2022","7.052,30","7.098,93","7.128,14","7.018,55","19,31B","-0,66%"
"31/10/2022","7.098,89","7.056,04","7.113,11","7.051,43","19,24B","0,61%"
"28/10/2022","7.056,04","7.091,76","7.100,81","7.016,70","18,67B","-0,50%"
"27/10/2022","7.091,76","7.043,98","7.104,85","7.043,98","18,81B","0,68%"
"26/10/2022","7.043,94","7.048,42","7.081,88","7.017,94","18,78B","-0,06%"
"25/10/2022","7.048,38","7.053,08","7.108,82","7.032,54","22,35B","-0,07%"
"24/10/2022","7.053,04","7.017,81","7.092,17","7.017,46","20,39B","0,50%"
"21/10/2022","7.017,77","6.980,69","7.058,91","6.974,96","18,15B","0,53%"
"20/10/2022","6.980,65","6.860,42","6.986,21","6.847,07","22,57B","1,75%"
"19/10/2022","6.860,42","6.834,49","6.883,92","6.806,11","16,54B","0,38%"
"18/10/2022","6.834,49","6.831,15","6.891,98","6.809,98","20,48B","0,05%"
"17/10/2022","6.831,12","6.814,53","6.836,98","6.747,38","21,78B","0,24%"
"14/10/2022","6.814,53","6.880,67","6.943,85","6.814,53","18,81B","-0,96%"
"13/10/2022","6.880,63","6.909,21","6.933,71","6.880,63","17,52B","-0,41%"
"12/10/2022","6.909,21","6.939,15","6.990,59","6.870,28","22,58B","-0,43%"
"11/10/2022","6.939,15","6.994,40","7.001,97","6.937,81","23,74B","-0,79%"
"10/10/2022","6.994,40","7.026,66","7.026,66","6.947,72","22,01B","-0,46%"
"07/10/2022","7.026,78","7.076,62","7.081,02","7.008,14","22,69B","-0,70%"
"06/10/2022","7.076,62","7.075,38","7.135,91","7.066,47","17,76B","0,02%"
"05/10/2022","7.075,38","7.072,29","7.131,88","7.070,21","21,97B","0,04%"
"04/10/2022","7.072,26","7.009,84","7.101,47","7.009,84","21,64B","0,89%"
"03/10/2022","7.009,72","7.040,80","7.047,62","6.995,06","18,00B","-0,44%"
"30/09/2022","7.040,80","7.036,20","7.056,17","6.926,86","20,85B","0,07%"
"29/09/2022","7.036,20","7.077,11","7.135,50","7.023,21","21,41B","-0,58%"
"28/09/2022","7.077,03","7.112,41","7.156,98","7.073,47","19,34B","-0,50%"
"27/09/2022","7.112,45","7.127,50","7.133,41","7.075,65","22,72B","-0,21%"
"26/09/2022","7.127,50","7.178,50","7.178,50","7.039,24","19,34B","-0,71%"
"23/09/2022","7.178,58","7.219,03","7.219,03","7.172,53","20,55B","-0,56%"
"22/09/2022","7.218,91","7.188,19","7.225,55","7.127,46","28,26B","0,43%"
"21/09/2022","7.188,31","7.196,87","7.204,90","7.134,79","24,62B","-0,12%"
"20/09/2022","7.196,95","7.195,57","7.252,19","7.186,25","27,97B","0,02%"
"19/09/2022","7.195,49","7.168,95","7.231,42","7.151,62","25,28B","0,37%"
"16/09/2022","7.168,87","7.305,60","7.306,16","7.163,07","35,18B","-1,87%"
"15/09/2022","7.305,60","7.278,20","7.377,50","7.278,20","27,43B","0,38%"
"14/09/2022","7.278,08","7.317,90","7.317,90","7.219,32","25,02B","-0,55%"
"13/09/2022","7.318,02","7.254,46","7.345,46","7.254,42","28,53B","0,88%"
"12/09/2022","7.254,46","7.242,70","7.276,42","7.218,46","30,08B","0,16%"
"09/09/2022","7.242,66","7.232,06","7.270,30","7.206,37","27,36B","0,15%"
"08/09/2022","7.232,02","7.186,76","7.277,88","7.186,56","27,77B","0,63%"
"07/09/2022","7.186,76","7.233,15","7.243,52","7.166,63","32,82B","-0,64%"
"06/09/2022","7.233,15","7.231,92","7.287,70","7.230,79","34,64B","0,02%"
"05/09/2022","7.231,88","7.177,14","7.245,40","7.147,98","30,92B","0,76%"
"02/09/2022","7.177,18","7.153,10","7.207,62","7.146,81","28,48B","0,34%"
"01/09/2022","7.153,10","7.178,59","7.197,06","7.135,02","25,24B","-0,36%"
"31/08/2022","7.178,59","7.159,51","7.178,59","7.073,22","25,69B","0,27%"
"30/08/2022","7.159,47","7.132,08","7.223,13","7.131,62","30,83B","0,38%"
"29/08/2022","7.132,04","7.135,09","7.135,09","7.015,35","25,68B","-0,04%"
"26/08/2022","7.135,25","7.174,29","7.194,08","7.135,25","27,39B","-0,54%"
"25/08/2022","7.174,21","7.194,71","7.210,16","7.146,31","28,09B","-0,28%"
"24/08/2022","7.194,71","7.163,31","7.204,42","7.154,64","22,15B","0,44%"
"23/08/2022","7.163,27","7.107,86","7.183,26","7.106,83","26,06B","0,78%"
"22/08/2022","7.107,98","7.172,43","7.174,28","7.064,50","20,45B","-0,90%"
"19/08/2022","7.172,43","7.186,60","7.230,11","7.172,43","23,29B","-0,20%"
"18/08/2022","7.186,56","7.133,45","7.186,56","7.125,39","23,93B","0,74%"
"16/08/2022","7.133,45","7.093,28","7.147,97","7.080,75","23,12B","0,57%"
"15/08/2022","7.093,28","7.129,28","7.156,92","7.081,30","22,82B","-0,50%"
"12/08/2022","7.129,28","7.160,38","7.164,67","7.113,58","24,01B","-0,43%"
"11/08/2022","7.160,38","7.086,28","7.181,10","7.086,28","24,63B","1,05%"
"10/08/2022","7.086,24","7.102,88","7.104,03","7.021,67","20,04B","-0,23%"
"09/08/2022","7.102,88","7.086,85","7.144,20","7.086,85","26,32B","0,23%"
"08/08/2022","7.086,85","7.084,65","7.100,81","7.050,82","21,90B","0,03%"
"05/08/2022","7.084,65","7.057,35","7.090,77","7.045,98","17,39B","0,39%"
"04/08/2022","7.057,35","7.046,63","7.075,56","7.025,05","24,82B","0,15%"
"03/08/2022","7.046,63","6.988,16","7.046,63","6.971,74","22,58B","0,84%"
"02/08/2022","6.988,16","6.968,78","6.991,39","6.902,63","21,62B","0,28%"
"01/08/2022","6.968,78","6.951,12","7.005,29","6.949,63","23,85B","0,25%"
"29/07/2022","6.951,12","6.956,90","7.032,35","6.951,12","29,25B","-0,08%"
"28/07/2022","6.956,82","6.898,30","6.984,53","6.898,30","28,73B","0,85%"
"27/07/2022","6.898,22","6.871,50","6.911,90","6.861,45","27,68B","0,39%"
"26/07/2022","6.871,54","6.858,45","6.899,93","6.857,80","32,02B","0,19%"
"25/07/2022","6.858,41","6.887,04","6.908,19","6.858,41","21,06B","-0,41%"
"22/07/2022","6.886,96","6.864,13","6.901,72","6.850,49","19,96B","0,33%"
"21/07/2022","6.864,13","6.874,78","6.893,38","6.809,72","15,64B","-0,15%"
"20/07/2022","6.874,74","6.736,17","6.880,76","6.736,06","18,25B","2,06%"
"19/07/2022","6.736,09","6.659,29","6.740,08","6.626,25","17,08B","1,15%"
"18/07/2022","6.659,25","6.652,06","6.702,07","6.611,93","14,37B","0,11%"
"15/07/2022","6.651,90","6.690,09","6.716,96","6.645,90","14,57B","-0,57%"
"14/07/2022","6.690,09","6.640,99","6.700,05","6.607,70","13,13B","0,74%"
"13/07/2022","6.640,99","6.718,29","6.727,92","6.636,05","16,93B","-1,15%"
"12/07/2022","6.718,29","6.722,19","6.745,43","6.708,18","18,43B","-0,06%"
"11/07/2022","6.722,15","6.740,02","6.757,09","6.690,62","16,36B","-0,27%"
"08/07/2022","6.740,22","6.652,67","6.740,22","6.652,67","15,76B","1,32%"
"07/07/2022","6.652,59","6.646,41","6.682,67","6.632,39","15,80B","0,09%"
"06/07/2022","6.646,41","6.703,27","6.709,92","6.602,90","14,06B","-0,85%"
"05/07/2022","6.703,27","6.639,21","6.767,83","6.639,21","18,11B","0,97%"
"04/07/2022","6.639,17","6.794,37","6.796,52","6.559,64","17,29B","-2,28%"
"01/07/2022","6.794,33","6.911,58","6.940,98","6.777,32","15,74B","-1,70%"
"30/06/2022","6.911,58","6.942,35","6.990,86","6.897,68","16,48B","-0,44%"
"29/06/2022","6.942,35","6.996,46","7.016,06","6.942,35","16,47B","-0,77%"
"28/06/2022","6.996,46","7.016,14","7.016,92","6.960,07","17,26B","-0,28%"
"27/06/2022","7.016,06","7.043,02","7.070,52","6.973,66","18,14B","-0,38%"
"24/06/2022","7.042,94","6.998,35","7.067,75","6.997,92","20,15B","0,64%"
"23/06/2022","6.998,27","6.984,31","7.010,27","6.920,73","21,21B","0,20%"
"22/06/2022","6.984,31","7.044,11","7.063,26","6.968,30","21,42B","-0,85%"
"21/06/2022","7.044,07","6.976,34","7.049,91","6.967,62","23,54B","0,97%"
"20/06/2022","6.976,38","6.937,01","6.976,38","6.859,60","27,04B","0,57%"
"17/06/2022","6.936,97","6.987,75","6.999,54","6.882,64","28,16B","-1,61%"
"16/06/2022","7.050,33","7.063,08","7.138,50","7.025,93","26,86B","0,62%"
"15/06/2022","7.007,05","7.031,20","7.086,38","6.966,03","27,41B","-0,61%"
"14/06/2022","7.049,88","6.949,65","7.049,88","6.932,71","23,50B","0,78%"
"13/06/2022","6.995,44","6.992,23","6.996,71","6.924,95","26,29B","-1,29%"
"10/06/2022","7.086,65","7.143,24","7.160,12","7.051,22","24,46B","-1,34%"
"09/06/2022","7.182,83","7.186,89","7.258,00","7.174,82","27,00B","-0,15%"
"08/06/2022","7.193,31","7.133,50","7.220,08","7.102,86","26,06B","0,73%"
"07/06/2022","7.141,04","7.101,31","7.192,54","7.062,97","27,52B","0,63%"
"06/06/2022","7.096,58","7.163,17","7.194,54","7.056,17","23,12B","-1,20%"
"03/06/2022","7.182,96","7.176,68","7.234,00","7.170,69","24,06B","0,48%"
"02/06/2022","7.148,72","7.130,60","7.209,08","7.117,98","22,74B","0,00%"
"31/05/2022","7.148,97","7.064,23","7.148,97","7.033,76","27,96B","1,58%"
"30/05/2022","7.037,56","7.052,17","7.069,25","6.974,62","20,15B","0,16%"
"27/05/2022","7.026,26","6.948,23","7.032,82","6.938,29","19,69B","2,07%"
"25/05/2022","6.883,50","6.914,65","6.944,48","6.858,70","17,39B","-0,44%"
"24/05/2022","6.914,14","6.859,22","6.941,67","6.822,14","19,78B","1,07%"
"23/05/2022","6.840,77","6.930,94","6.972,18","6.802,71","18,18B","-1,12%"
"20/05/2022","6.918,14","6.839,02","6.965,11","6.804,91","19,32B","1,39%"
"19/05/2022","6.823,33","6.719,76","6.851,72","6.620,68","23,47B","0,44%"
"18/05/2022","6.793,41","6.676,39","6.804,91","6.648,94","19,23B","2,24%"
"17/05/2022","6.644,47","6.603,89","6.703,05","6.574,14","19,59B","0,70%"
"13/05/2022","6.597,99","6.586,58","6.633,01","6.509,88","17,77B","-0,03%"
"12/05/2022","6.599,84","6.802,33","6.802,33","6.576,31","19,47B","-3,17%"
"11/05/2022","6.816,20","6.816,20","6.902,22","6.796,30","20,62B","-0,05%"
"10/05/2022","6.819,79","6.747,56","6.832,10","6.662,61","19,31B","-1,30%"
"09/05/2022","6.909,75","7.154,92","7.156,48","6.897,00","21,28B","-4,42%"
"28/04/2022","7.228,91","7.260,27","7.267,11","7.204,60","19,43B","0,45%"
"27/04/2022","7.196,76","7.211,71","7.226,02","7.175,07","20,20B","-0,49%"
"26/04/2022","7.232,15","7.208,92","7.247,48","7.161,66","19,74B","0,22%"
"25/04/2022","7.215,98","7.204,16","7.234,31","7.121,86","21,23B","-0,13%"
"22/04/2022","7.225,61","7.251,98","7.291,48","7.174,81","24,98B","-0,70%"
"21/04/2022","7.276,19","7.249,50","7.294,67","7.245,73","17,71B","0,68%"
"20/04/2022","7.227,36","7.226,87","7.262,56","7.184,96","26,63B","0,39%"
"19/04/2022","7.199,23","7.283,42","7.297,39","7.199,23","21,48B","-1,05%"
"18/04/2022","7.275,29","7.245,50","7.277,08","7.243,36","21,08B","0,55%"
"14/04/2022","7.235,53","7.265,32","7.282,91","7.234,33","23,87B","-0,38%"
"13/04/2022","7.262,78","7.240,19","7.266,40","7.212,86","24,59B","0,67%"
"12/04/2022","7.214,78","7.205,08","7.320,24","7.146,59","25,39B","0,15%"
"11/04/2022","7.203,79","7.212,00","7.355,30","7.194,61","33,46B","-0,10%"
"08/04/2022","7.210,83","7.157,31","7.216,49","7.151,26","20,74B","1,17%"
"07/04/2022","7.127,37","7.115,09","7.145,17","7.097,90","20,48B","0,33%"
"06/04/2022","7.104,22","7.128,41","7.147,99","7.090,22","21,67B","-0,62%"
"05/04/2022","7.148,30","7.122,91","7.148,30","7.110,11","18,42B","0,45%"
"04/04/2022","7.116,22","7.082,25","7.116,22","7.060,21","17,36B","0,53%"
"01/04/2022","7.078,76","7.093,70","7.099,30","7.040,49","15,76B","0,10%"
"31/03/2022","7.071,44","7.070,76","7.099,50","7.049,81","17,87B","0,26%"
"30/03/2022","7.053,19","7.037,20","7.055,87","7.022,65","19,46B","0,59%"
"29/03/2022","7.011,69","7.052,73","7.072,78","7.007,91","18,52B","-0,54%"
"28/03/2022","7.049,60","6.996,32","7.051,54","6.987,22","17,40B","0,67%"
"25/03/2022","7.002,53","7.050,55","7.055,34","6.978,40","20,19B","-0,67%"
"24/03/2022","7.049,69","6.986,18","7.049,69","6.977,83","26,50B","0,77%"
"23/03/2022","6.996,12","7.010,84","7.022,04","6.976,16","21,42B","-0,07%"
"22/03/2022","7.000,82","6.974,98","7.003,26","6.968,20","18,83B","0,66%"
"21/03/2022","6.955,18","6.945,89","6.974,15","6.929,93","21,67B","0,00%"
"18/03/2022","6.954,96","6.981,26","7.000,59","6.926,41","19,81B","-0,14%"
"17/03/2022","6.964,38","7.016,53","7.032,70","6.949,17","19,74B","-0,40%"
"16/03/2022","6.992,40","6.951,35","6.992,40","6.946,84","17,13B","1,07%"
"15/03/2022","6.918,19","6.968,35","6.996,32","6.894,92","18,97B","-0,49%"
"14/03/2022","6.952,20","6.949,21","6.969,99","6.918,31","19,33B","0,43%"
"11/03/2022","6.922,60","6.872,63","6.922,60","6.853,86","17,41B","-0,02%"
"10/03/2022","6.924,01","6.897,17","6.924,01","6.837,73","19,41B","0,87%"
"09/03/2022","6.864,44","6.836,67","6.888,93","6.824,09","21,00B","0,74%"
"08/03/2022","6.814,18","6.895,63","6.929,86","6.814,18","24,62B","-0,80%"
"07/03/2022","6.869,07","6.905,32","6.917,93","6.843,81","26,13B","-0,86%"
"04/03/2022","6.928,33","6.921,32","6.936,99","6.895,73","24,75B","0,87%"
"02/03/2022","6.868,40","6.956,62","6.973,36","6.861,96","32,58B","-0,77%"
"01/03/2022","6.921,44","6.964,70","6.996,94","6.915,98","19,60B","0,48%"
"25/02/2022","6.888,17","6.825,37","6.904,91","6.822,24","21,19B","1,03%"
"24/02/2022","6.817,82","6.912,48","6.929,91","6.758,86","28,27B","-1,48%"
"23/02/2022","6.920,06","6.878,63","6.920,06","6.873,81","20,48B","0,85%"
"22/02/2022","6.861,99","6.879,82","6.904,00","6.823,94","19,62B","-0,59%"
"21/02/2022","6.902,96","6.896,75","6.927,91","6.886,13","23,16B","0,15%"
"18/02/2022","6.892,82","6.837,52","6.899,41","6.812,36","23,38B","0,84%"
"17/02/2022","6.835,12","6.836,18","6.859,71","6.790,59","22,95B","-0,22%"
"16/02/2022","6.850,20","6.821,93","6.857,65","6.821,16","21,63B","0,63%"
"15/02/2022","6.807,50","6.746,36","6.807,50","6.727,36","21,04B","1,08%"
"14/02/2022","6.734,49","6.791,32","6.796,71","6.698,51","20,29B","-1,19%"
"11/02/2022","6.815,61","6.813,61","6.825,06","6.773,54","22,36B","-0,12%"
"10/02/2022","6.823,64","6.859,33","6.874,35","6.814,21","27,95B","-0,16%"
"09/02/2022","6.834,61","6.811,75","6.840,39","6.796,63","25,35B","0,66%"
"08/02/2022","6.789,52","6.813,18","6.860,75","6.780,42","25,59B","-0,23%"
"07/02/2022","6.804,94","6.751,35","6.806,73","6.748,91","22,59B","1,09%"
"04/02/2022","6.731,39","6.697,94","6.731,39","6.685,40","17,73B","0,71%"
"03/02/2022","6.683,85","6.724,40","6.730,60","6.648,08","20,24B","-0,35%"
"02/02/2022","6.707,65","6.657,79","6.716,60","6.650,30","21,48B","1,15%"
"31/01/2022","6.631,15","6.656,71","6.669,91","6.626,66","18,25B","-0,22%"
"28/01/2022","6.645,51","6.618,72","6.645,51","6.603,49","19,27B","0,52%"
"27/01/2022","6.611,16","6.586,85","6.627,41","6.570,75","17,78B","0,16%"
"26/01/2022","6.600,82","6.569,82","6.601,34","6.549,52","22,63B","0,50%"
